[0:00:26] ryokucha112233: やあ
[0:54:54] ポニーテールしたメダカ: ロバは別？
[0:54:56] madatasukalu: 血液型占いどうしてんの？
[0:55:12] syuimee: こんな話してて女性リスナー本当にいるの？
[0:55:14] nao_7171: 東京ってもう雪やばいっすか？
[0:55:19] grow_gun: 探したら同じような動物いそう
[0:55:20] はまオジ: Uber頼んだらお兄ちゃんが辛そうな顔して届けてくれた
[0:55:20] kibidango551: コラボ？
[0:55:23] norinoriski: しゃかさんは？
[0:55:23] 悪魔的うたのさん_たいら: おるよ
[0:55:26] mastergermany: プランツvsゾンビっていうゲーム知ってますか？
[0:55:29] yoyo_443: こんけんき
[0:55:30] たる侍: ここでけんきの金玉をみてみましょう https://clips.twitch.tv/IgnorantZanyMacaroniAMPEnergyCherry-AFQILaz0anX8jujS
[0:55:31] えにくすさん: DAD？
[0:55:31] umakuchishoyu: 雪土砂降り
[0:55:32] MrYasu02: どうせもうすぐ電車止まる
[0:55:32] kuria0712: DAD
[0:55:32] 悪魔的うたのさん_たいら: 東京雪ふってるよ
[0:55:33] のむのむの: Dad
[0:55:33] びりびり0810: DAD
[0:55:33] kibidango551: DaD？
[0:55:34] 塩しゃけ定食: DaD
[0:55:35] はいじんちゃん: dad
[0:55:35] たける: DaD
[0:55:35] ちくわ侍ござる丸: DarkandDarker
[0:55:35] hiyokko3: ダークアンドダンジョン
[0:55:36] さすらい777: だかだか
[0:55:37] ダンデり: だーくあんどだーかー
[0:55:40] えにくすさん: ダークアンドダーカー
[0:55:43] naosan__: まえのげーむ？
[0:55:43] stable_diffusion_master: 別の会社だから前のものはないぞ
[0:55:44] jutaro_a_: だかだか
[0:55:44] osyoyuyasan: DaD
[0:55:45] ネコガン: だーくあんどだーかー
[0:55:45] からもこ: 前のゲームって言い方やめてね
[0:55:46] ユメオ: だかだか
[0:55:48] たける: だーかんだーかー
[0:55:48] iru923: dbd
[0:55:50] 一服さん: Dabか
[0:55:50] ilk00000: 普通ぐらいに雪降ってるよ
[0:55:52] damakuma: サーターアンダギー
[0:55:53] potatodrink9: 蛇足さん寝配信してるんだw
[0:55:54] ポニーテールしたメダカ: いつの間にか雪めっちゃ降ってきた東京
[0:55:57] syuimee: いまOWが熱いんです！！！！！！！
[0:56:03] まぐろさん_: DADって結局どうなるの？
[0:56:06] ひかる爺さん: ダンカン
[0:56:12] おさとも: あ
[0:56:15] morimori03020320: owはもう冷めちゃったぞ
[0:56:16] syuimee: フランチャイズが弱体化した
[0:56:16] バジル12: こんけんき、雪で外クソ寒いです
[0:56:18] kibidango551: 今熱いのはlol
[0:56:18] reo_821: unkochanPower unkochanPower unkochanPower
[0:56:19] astonage: 新キャラきたろ
[0:56:21] syuimee: え
[0:56:21] はまオジ: 長野か北海道に来てください、本当の降雪を見せてあげますよ
[0:56:23] manzu1010: モンハンワールド楽しいよ！！
[0:56:24] オレンジ野郎: owはけえれ
[0:56:24] MrYasu02: にじさんじはいまだにパルワールドやってない
[0:56:32] がはは_: オーバーウォッチやらないとまたたいよーと話せないぞ
[0:56:34] オレンジ野郎: モンハンワールド最高！
[0:56:34] みんぐど: owアンチか
[0:56:35] roroara: お腹すいたから王将行くか吉野家行くか迷ってる
[0:56:38] さすらい777: 今雪というか雨
[0:56:43] yandereyahoo: スーサイドスクワッドゲーム出たよね
[0:56:43] wawawajp: 吉野家行こう
[0:56:45] 激ローメタモン: こんけんき
[0:56:46] Tsutsutsu514: 八王子はちょっと積もってきた
[0:56:49] manzu1010: ワールドちょうど終わった
[0:56:50] anemoi_thyellai: owは見てる側がつまらん
[0:56:50] osyoyuyasan: パルワールド、きょうちゃんしかやってない説
[0:56:56] セッター: 王将はどっちだ
[0:56:57] らあすと: そういうことかあ
[0:56:58] ダンデり: な、なるほどね
[0:57:01] metal_sasami: パルワールドも今月中でもう配信者誰も手つけなくなるねえ
[0:57:03] 昆布畑: ダンジョンストーカー？
[0:57:04] anti0124: ひなーののカスタムなのも一回で終わったな
[0:57:05] 丸太小屋の民: パルワールドあくたんがTwitchでやってたよね
[0:57:06] たける: 確かにね
[0:57:06] kibidango551: どういうことだ‥‥？
[0:57:06] syuimee: なるほどね
[0:57:09] manzu1010: てか今週雪降る感じだったのに晴れ
[0:57:09] ねみらる: 埼玉はもう雪だね
[0:57:09] ilk00000: 王将は夜ご飯
[0:57:10] astonage: ほんまにブームさったな
[0:57:11] はまオジ: またコメント見ずに話してるゾ
[0:57:18] おも亭: 今ロイヤルマッチしてます。キャバ嬢が言ってました。
[0:57:24] MrYasu02: そっかぁ
[0:57:25] potatodrink9: 蛇足さんえっちぃことなってて笑った
[0:57:30] anemoi_thyellai: 録画に切り替わったな
[0:57:34] はげーる: 父背卒業おめでとう御座います
[0:57:37] osyoyuyasan: わかるよ
[0:57:38] metal_sasami: おい！蛇足けつ出してるぞ！
[0:57:39] ポニーテールしたメダカ: 蛇足ケツ出てないか？
[0:57:39] r_Lotus_jr: まだパルはよしなまの動画がある
[0:57:40] haluaoi: ホロとぶいすぽはパルサーバー立ててたよね
[0:57:44] ダンデり: けんきさん、蛇足さん見てｗｗｗ
[0:57:48] norinoriski: けつでてるやん
[0:57:49] iru923: 蛇足えっどい
[0:57:50] みんぐど: ケツなん？あれ笑
[0:57:52] takahashi_png: なんも聞いてません
[0:57:53] ko_wab: おい！蛇足の背中にケツがある！
[0:57:53] ウォッチっち: 草
[0:57:55] アルコール中毒者: パルワールドみんな飽きたんか
[0:57:58] 2期: おい蛇足マジやん
[0:57:58] オレンジ野郎: けんき今イヤフォンしてないから聞こえないよ
[0:58:00] たる侍: 蛇足さんくそわろた
[0:58:02] syuimee: 定期
[0:58:05] osyoyuyasan: これはBANだ
[0:58:06] Makaroooooon3: 門出
[0:58:07] らあすと: なんていえばいいかわからない
[0:58:07] tnk1225: 蛇足の背中
[0:58:08] himama17: 背中だろ？
[0:58:09] シガツ: きったな
[0:58:09] dunas1833: マジだったｗ
[0:58:09] おがちゃん0308: まじ？
[0:58:09] おがクズ: 望んで抜けたならめでたいだろ
[0:58:09] からもこ: 見るしかねえな
[0:58:10] morimori03020320: けつぅ！
[0:58:10] basho2022: 蛇足で巻き添えBANとか笑えるからやめて
[0:58:10] おさとも: か、いこ
[0:58:10] ko_wab: 逆ケツ出てる
[0:58:12] tukimidan: 久々けんきの雑談配信きたけど話題があっちこっちしてんなw
[0:58:13] ぺろキャン: お
[0:58:13] びりびり0810: ｗｗｗ
[0:58:14] damakuma: 見たくねぇ
[0:58:14] ユメオ: 本日のトピック：蛇足のケツ
[0:58:14] たける: きたない
[0:58:14] おがクズ: まずい
[0:58:17] オレンジ野郎: 門出やし
[0:58:17] metal_sasami: wwwwww
[0:58:17] scrapcrafter25: え
[0:58:18] えにくすさん: けんきがやめたいと思っててやめられたならめでたい
[0:58:18] たる侍: 背中だね
[0:58:19] おがクズ: せなかだね
[0:58:19] syuimee: えっど
[0:58:19] skma12: ｗｗｗ
[0:58:20] ザリガーノ: BAN
[0:58:20] おさとも: えっど
[0:58:20] はまオジ: 腰だろ
[0:58:20] murasima: けつじゃなくね？
[0:58:20] littleriver_0723: バンされるぞ！！！
[0:58:21] おもチ: 背中だろ
[0:58:21] 暇猿01: 背中や
[0:58:23] みんぐど: 背中だね
[0:58:23] ころねん_: ｗｗｗｗｗｗｗｗ
[0:58:24] アルコール中毒者: Ｙ
[0:58:25] おがクズ: けつにみえるからけつだよ
[0:58:26] metal_sasami: BAN
[0:58:26] dunas1833: ジジの背中
[0:58:26] えにくすさん: おじの背中か
[0:58:26] たこのあお: 背中がケツにみえるw
[0:58:27] オレンジ野郎: 画面共有はよ
[0:58:28] 丸太小屋の民: iw
[0:58:28] naosan__: 父の背中、蛇足の割れ目
[0:58:29] osyoyuyasan: どっちだ？
[0:58:30] ウォッチっち: 背中や
[0:58:30] 緋蜂: 兄貴だってケツが
[0:58:30] ko_wab: 逆ケツだよ
[0:58:30] 11totohack11: 背中です
[0:58:30] stable_diffusion_master: ぱっと見k2の背中
[0:58:30] いいこと: わだかまりなく辞めるんだったらめでたい事では
[0:58:30] potatodrink9: どこの部分だwwww
[0:58:31] 冷たい焼肉: BAN
[0:58:31] scrapcrafter25: えっど
[0:58:32] おがクズ: 背中だね でもけつってことにしよう
[0:58:32] 激ローメタモン: 普通に背中
[0:58:32] morimori03020320: ギリ背中
[0:58:32] ポニーテールしたメダカ: ケツってことにしよう
[0:58:32] タダノヒヨコ: www
[0:58:32] まぐろさん_: ケツみてぇな背中
[0:58:33] 名無し333: 背中っぽそうだが
[0:58:33] おさとも: ぱんちらしてる
[0:58:33] ユメオ: これはケツの陰影
[0:58:34] ぺろキャン: 背中か
[0:58:34] kai0plusc: w
[0:58:35] tatsuke777: wwww
[0:58:35] basho2022: 際どい
[0:58:36] バジル12: 半ケツか？
[0:58:36] anemoi_thyellai: ギリBANで
[0:58:36] civicool: セーフか
[0:58:37] ダンデり: シュレディンガーのけつ
[0:58:37] たける: 背中にもケツついてる
[0:58:39] iru923: ケツの背中
[0:58:39] 赤カブト: セクシーほくろ
[0:58:39] みんぐど: ケツの背中
[0:58:40] どんたこすー: なんか汚いからケツでいいよ
[0:58:40] ankomoti8108: ケツじゃね？
[0:58:41] しょーぐん: ケツだったら色々見えてないとおかしい
[0:58:41] ひかる爺さん: 父の背中
[0:58:41] おがクズ: ケツってことにしたほうが面白いよ
[0:58:43] おもチ: 兄貴痛い目にあったのに起きない https://clips.twitch.tv/SneakyTacitDonkeyPipeHype-8Y9YbIwJr0pGPZTs
[0:58:43] tatsuke777: kenkiFB0 kenkiFB0 kenkiFB0 kenkiFB0
[0:58:44] じゃこです: せなけつ
[0:58:45] がはは_: パンツは見えてる
[0:58:46] gyokuro1: ケツが二つあるのかもしれないだろ！
[0:58:49] わたあめねろり: 贅肉
[0:58:50] はいじんちゃん: ケツの背中は草
[0:58:50] haluaoi: パンツさがってる
[0:58:51] 暇猿01: 穴は逆やろ
[0:58:52] ko_wab: 蛇足は背中からうんこするからケツで会ってる
[0:58:52] takahashi_png: ﾂｲｯﾁがｹﾂ判定したらｹﾂ
[0:58:53] Ba__nna: ジジイの背中
[0:58:53] たる侍: ケツが２つあるんじゃないか？
[0:58:55] non_nothing9: でっか
[0:58:55] omacom_g: 薄めで見たら谷間にみえる
[0:58:55] たこのあお: 判決は如何に
[0:58:57] tam_svf: おしりかゆくなったら、おしりでちゃうかもｗ
[0:58:57] ナイスなガイ: そういうもんなんだよ
[0:58:57] juudaki: 蛇足のケツを見て爆笑するけんき
[0:58:57] ユメオ: 蛇足のケツの真実か
[0:58:58] matrix_025: パッと見けつ
[0:58:58] scrapcrafter25: ohmyus
[0:58:58] dunas1833: 脊柱起立筋です
[0:58:59] ハイ_: 思春期か
[0:58:59] aptojtmj: 蛇足は特別なんだよ
[0:58:59] morimori03020320: そういうケツなんやろきっと
[0:59:00] anti0124: 逆に見たら
[0:59:01] naosan__: まあおもろい方をとろうよ これはけつな
[0:59:02] たける: 合成
[0:59:02] mikazuki_____: 判決は？
[0:59:03] stable_diffusion_master: BANされたらケツってことで
[0:59:03] norinoriski: 雑学ですか？
[0:59:05] hirobb39sub: www
[0:59:05] high_tech_hunter: 蛇足のケツは逆なんだよ
[0:59:05] roroara: ケツかまたは背中か？
[0:59:05] じゃこです: こうしてまた新たな性癖ジャンルが産まれた
[0:59:06] metal_sasami: koushi5Ghost koushi5Ghost koushi5Ghost koushi5Ghost koushi5Ghost
[0:59:06] osyoyuyasan: あたまにみえるのはあたまじゃないよ
[0:59:07] 暇猿01: ケツ２個ある？
[0:59:08] ポニーテールしたメダカ: BANされたらケツ
[0:59:09] kai0plusc: 実は背中がけつ
[0:59:10] potatodrink9: 蛇足さん七不思議か
[0:59:10] astonage: けつだけせいじん
[0:59:12] nehan07: でっけぇケツ
[0:59:15] しょーぐん: AIが生成したケツ
[0:59:16] ナイスなガイ: そうだよ
[0:59:16] mci_foden: 多様性か
[0:59:16] syuimee: え
[0:59:18] ユメオ: トリックアート
[0:59:19] ko_wab: これパンツ降ろしたらケツ２個出てくるんだろうな
[0:59:20] ぺろキャン: マジか
[0:59:20] takeinu: おでこ理論
[0:59:20] grow_gun: ツケ
[0:59:21] MrYasu02: 実はね
[0:59:22] みんぐど: 2ケツ
[0:59:22] pepegaaim3: 2アナル
[0:59:22] iru923: シックスパックみたいな？
[0:59:23] おさとも: まじか・・・
[0:59:23] pastel946: エロコンテンツ判定でBANされたらケツ
[0:59:24] hirobb39sub: これなうかよ
[0:59:25] takahashi_png: WutFace
[0:59:25] akind4307: 知らなかった
[0:59:26] たこのあお: ツケってことか
[0:59:28] わかのじ: ４６になればけつが増えるのか
[0:59:29] たける: まあそういう人もいるよね
[0:59:30] nagu_79: 知ってるか？けつは割れてるんだよ
[0:59:30] maron229: こんけんき
[0:59:32] astonage: 呼び捨てで笑う
[0:59:32] naosan__: セルフ２ケツ
[0:59:34] はまオジ: サウザーもびっくりの体の秘密
[0:59:35] juudaki: け、つ
[0:59:41] uten777: 名前が蛇足だからね
[0:59:43] callfield9: 判決を待とう
[0:59:44] えすえーー: 関西ー電きっほーあんきょうかいっ
[0:59:46] ぺろキャン: 割れてたらケツ
[0:59:47] morimori03020320: けつ割れてるま？
[0:59:48] stable_diffusion_master: 通報されまくったらケツになるかもしれん
[0:59:50] ダンデり: つまり、割れてればけつ
[0:59:52] 名無し333: けつの穴が二つあるってことか
[0:59:52] haroharonen: バニー
[0:59:52] 2期: 8割有罪
[0:59:55] koutya_oisi: ケツが２個あるっていう多様性を認めろ
[0:59:56] t2ba8a: 60になったらまた割れるらしい
[0:59:58] たこのあお: これ以上は蛇足
[1:00:01] ワンダ777: 昔はあんなにキャーキャー言われてたのに
[1:00:01] たける: 蛇けつ
[1:00:05] みんぐど: だそくんばにー
[1:00:06] syuimee: でも蛇足さん妊娠してるよhttps://youtube.com/shorts/nM54QzqaGLA?si=aCuFis4x3eYd8rL_
[1:00:07] metal_sasami: は？
[1:00:08] ユメオ: ん？
