[0:01:13] Fred_worth: れおな？
[2:51:01] konamin_: だからキモイ
[2:51:03] tonnura3280: w
[2:51:04] ranran545: 日本語むつかしい
[2:51:11] plutor: マジとすごいって同レベルだと思ってた
[2:51:22] renminl: すごいってすごいよな
[2:51:22] cowspecterrr: くっそ早い
[2:51:47] pirosue_: RのヘイストもあるけどRぶち当てて貫通入るからってのもある
[2:51:48] konamin_: でもカルマのがキモいよ
[2:52:07] ニボシ: でもカサディンはUGのお前のカサディンの強さ2事件があるからなぁ
[2:52:11] plutor: お前やるじゃんって気持ちが入ってるのか
[2:52:15] konamin_: カルマTFタリヤは全部キモい
[2:52:19] renminl: カルマめっちゃミクロ出てやってて楽しい
[2:52:24] pirosue_: ちなみにカサディンはカルマに強いよ
[2:52:40] asasa12312: ステップ忙しくて楽しい
[2:52:49] ブエノスディアス: ジド
[2:52:50] konamin_: 集団戦はカルマうまいほうが勝てるね
[2:52:53] n4siki: 昨日イブラヒムがカルマで気持ちよくなってたな
[2:53:09] konamin_: おっぼ向きではないねｗ
[2:53:15] asasa12312: 受けだね
[2:53:34] ブエノスディアス: キヤナは興味ない？
[2:53:35] ニボシ: アーリ今強くて良いね
[2:53:36] げりっぴ: エコーはもう捨てたか？
[2:53:48] konamin_: ｗｗｗｗｗ
[2:53:57] konamin_: パワーある時は強いんだけどねｗ
[2:53:57] asasa12312: カルマに完封されるぞ
[2:53:59] plutor: きづいちゃった
[2:54:04] konamin_: あとmidはめっちゃ弱い
[2:54:17] asasa12312: あいつは森専だよ
[2:54:19] pirosue_: ヘイルブレードエコーやった？
[2:54:23] SoLA_tw: エコーはヘイルブレード楽しいですよ
[2:54:31] lilychoco: ヘイルエコーぶっ飛ぶ楽しさ
[2:54:43] mik4zuchi: ??ww
[2:54:43] n4siki: あ
[2:54:47] pirosue_: パッシブ一瞬で発動するからくそ楽しいよ
[2:54:52] renminl: 最悪や
[2:54:56] ユッケリオン: グラガスもいいぞ～
[2:54:58] パンです3: mpsやるならアーリが良さそうです
[2:55:05] n4siki: スタック溜まってる
[2:55:11] hamadaco: 刷り込まれてる
[2:55:13] renminl: タムケンの脇くらい汚い
[2:55:17] くまはらちゃん: www
[2:55:25] pirosue_: 今エコーってナッシャー積むよね
[2:55:28] SoLA_tw: ワースすぎる
[2:55:29] renminl: 貰えた〜w
[2:55:32] konozama06: イソ吉草酸がたまりにたまってきたか
[2:55:34] konamin_: jgとしても今はpickすらしたくないかも…
[2:55:55] asasa12312: 使い込んでる人が使うチャンプ
[2:56:01] hal_1ch: アニビアか
[2:56:04] asasa12312: よくバン漏れしたな
[2:56:11] ユッケリオン: ジャ、ジャングルダリウス・・・
[2:56:16] simneeto: なんだこれｗ
[2:56:17] gumpaste1: ブラッドはトップも行ける
[2:56:19] SoLA_tw: サポートに熊いてワロタ
[2:56:21] asasa12312: ゴーストの枚数おかしいだろ
[2:56:45] acpdata: サイラスウルト弱すぎカモ
[2:56:58] konamin_: サイラスは取るウルトがないのがきつい
[2:56:58] pirosue_: JGダリウスよりボリベアサポの方が問題だろ何年前だよｗｗ
[2:57:05] zunguribotamoti: どっちが後半強いんだろ
[2:57:10] げりっぴ: 相手CC薄いなぁカサディン暴れるぞぉ
[2:57:14] akanex64: 集団戦はつよそう
[2:57:15] asasa12312: でいいよ
[2:57:20] hal_1ch: カサディンに決まっている
[2:57:20] konamin_: ディンはFS以外ない今は
[2:57:21] asasa12312: カサディンのほうが強い
[2:57:22] lilychoco: 流石にカサディン
[2:57:29] たろたろう: 涙せらふ
[2:57:30] hamadaco: Qが背負い投げだったころは居たなボリサポ
[2:57:35] pirosue_: 涙経由で別積む
[2:57:39] konamin_: 涙からのRoAでセラフとか
[2:57:40] m4shu_ttv: ROA早めたいですね
[2:57:46] simneeto: レーンいじめられそう
[2:57:46] 閻魔_3: JGダリウスは普通に強いイメージある。サポボリベアは知らん
[2:57:47] たろたろう: あ
[2:57:48] asasa12312: セラフ完成はあと
[2:57:49] hal_1ch: セラフ作ってから涙でいいと思うけど
[2:57:52] たろたろう: 涙ROAか
[2:57:57] plutor: 涙→RoA
[2:57:57] SoLA_tw: BOTレーン癖強すぎる
[2:57:58] konamin_: マリグナンスverもあるけど、久々だろうから…
[2:58:07] げりっぴ: 味方ゴーストの枚数イかれてる
[2:58:16] lilychoco: カサディンは涙すぐ溜まるから後回しでもいいぞ
[2:58:20] konamin_: 一旦それでいこう
[2:58:30] konamin_: Eあげ
[2:58:34] たろたろう: ADC育ってたらフロハもいいと思う
[2:58:34] konamin_: EWQ
[2:58:44] konamin_: 初手はQ
[2:58:45] asasa12312: うん
[2:58:48] SoLA_tw: ゴースト多すぎて実質クラウドソウルやな
[2:58:53] hal_1ch: QEでちまちまCS
[2:58:53] konamin_: QWEからのEWQかな
[2:58:57] acpdata: Eの効果は緒んだ方がいい
[2:59:20] m4shu_ttv: 550円のポーション涙リコールよく見ますね
[2:59:27] asasa12312: ブラッドいっぱいスキル使うからな
[2:59:45] gumpaste1: ブラッドの方が強い
[2:59:46] acpdata: まぁ６まで
[2:59:48] konamin_: カサディンがレーン強いことなんて一個もない
[2:59:53] simneeto: マナないし体力回復するし
[2:59:53] asasa12312: こっちやることない
[2:59:56] hal_1ch: 強いというかカサディンが弱すぎるというか
[3:00:09] n4shvill3: ダメトレしても回復するからなぁ
[3:00:12] 閻魔_3: ボドカ信者なのにソロQを回している…妙だな
[3:00:13] げりっぴ: ブラッドの赤ゲージ警戒すれば問題なさそう
[3:00:32] konamin_: ないす！
[3:00:36] zunguribotamoti: ないすー
[3:00:43] げりっぴ: アシスト入ってない！！
[3:00:43] dkfanboy3: アシストもなしｗ
[3:00:43] asasa12312: なんならアシストもないよ
[3:00:47] serori2222: アシスト欲しかった
[3:00:49] SoLA_tw: アシストもない
[3:00:52] hal_1ch: キルだったらくそデカかったけど
[3:00:53] konamin_: ｗｗｗｗｗｗｗ
[3:01:01] pirosue_: 入ってないｗｗｗ
[3:01:07] SoLA_tw: フラッシュしただけで草
[3:01:08] konamin_: 画面みてたらキルとってたのにｗｗｗ
[3:01:08] Ellukr: 手短かったか
[3:01:12] asasa12312: でもjgの心証はかなり稼げた
[3:01:23] simneeto: 経験値はもらえたから・・・
[3:01:35] acpdata: ブラット遅いからtpもいらんな
[3:01:38] 君の蕎麦煮る: DinoDance DinoDance
[3:01:48] pirosue_: ブラッドはゴーストフラッシュじゃないと弱い
[3:01:58] konamin_: ゴーストないとまじで弱いからなぁ
[3:02:06] renminl: おもんねー
[3:02:09] konamin_: 今後にね
[3:02:12] hal_1ch: wait16
[3:02:15] plutor: カサディンのレーン戦地味ですからね
[3:02:17] asasa12312: 後半まで待ちましょう
[3:02:21] Ellukr: かさでぃんはぶらっどのアンチですか？
[3:02:22] tetesuke: TよT
[3:02:27] pirosue_: マナの無駄だぞｗｗ
[3:02:28] renminl: 分間CS9目指そう
[3:02:33] konamin_: まじでないからトレードなんてしたらダメよ
[3:02:40] konamin_: 打っていいのQだけだから
[3:03:03] asasa12312: １レベのQまじでびっくりするくらい弱い
[3:03:16] pirosue_: 強化Qやね
[3:03:30] konamin_: 相手の下のゲージ溜まってる時になぐっちゃいかん
[3:03:52] pirosue_: もうちょい削れると6のオールインで死ねる
[3:03:57] まっくそお: マナはいっぱいもらえるからW許してあげて；；
[3:04:00] ブエノスディアス: お互いスケールか
[3:04:01] konamin_: 経験値据えてればでかい
[3:04:17] konamin_: おっしい
[3:04:21] konamin_: ナイストライ
[3:04:25] hal_1ch: サモスペ全部切った
[3:04:27] toyzaurusu: ダリウス優しい
[3:04:34] konamin_: ただ全部相手ないからあつい
[3:04:34] ユッケリオン: やさしさのQ
[3:04:37] serori2222: 優男
[3:04:39] asasa12312: これでしばらく安全に飯食える
[3:05:02] jizoru3: ダリウスの顔で優しいのあちぃ
[3:05:04] まっくそお: おっぼってマップだけ見たい時ってSで移動キャンセルして見てるの？
[3:05:05] konamin_: ここでソロキル狙うとかやっちゃだめなのがディンなのよ
[3:05:07] ユッケリオン: 信頼関係〇
[3:05:10] Ellukr: かさでぃん機織り中
[3:05:12] asasa12312: これでやらかすといわれる
[3:05:21] plutor: 低レートと違う！！
[3:05:27] akmgorori: おいす勝ってます？
[3:05:37] toyzaurusu: めっちゃ順調
[3:06:03] konamin_: QはCSとるための道具だよ
[3:06:08] pirosue_: 焦るな
[3:06:14] はいむみー: CSとAPシールドが主だね
[3:06:33] pirosue_: お前はまだサモナーズリフトに存在していないんだ
[3:06:46] konamin_: 16
[3:06:48] 仮名です: 16
[3:06:48] pirosue_: 11
[3:06:49] ユッケリオン: これカサディンの時間来るか？
[3:06:50] はいむみー: 16
[3:06:58] acpdata: けどそのQってサイレンスついてて効果としてはまじで最強だぞ
[3:07:02] asasa12312: ウルト１だとＣＤ長くて強くない
[3:07:03] hal_1ch: ロアで1レベル上がるから...
[3:07:05] SoLA_tw: マジで長すぎる笑
[3:07:07] たろたろう: まわり勝ってるし猶更safede
[3:07:09] まっくそお: 冗談抜きで１６だ...
[3:07:17] 閻魔_3: DEMON来る前にGorillaが来そう
[3:07:29] pirosue_: 11から普通のチャンプくらいにはなるよ
[3:07:31] 真冬のサンタさん: 16やね
[3:07:31] acpdata: ウルトが上がるのが16なんでね
[3:07:33] JAcK_of_JAcK: 16で試合破壊できる
[3:07:34] konamin_: 2コアできたらまぁまぁぐらいだけどこのペースなら16よまじで
[3:07:42] yuugao0176: ゲート解放の喜びを知りたい
[3:07:48] ユッケリオン: いっぱい育ってれば11からいけるよ
[3:07:55] renminl: 味方も強いし焦らずいこうや
[3:07:59] konamin_: まずディンはおとなしくすることからはじまるんだから
[3:08:02] hal_1ch: 最初の1キル入ってたらなあ
[3:08:13] はいむみー: ゴールドいっぱい入ってくるレベルのCS精度と寄りがいけるなら11でも暴れられる
[3:08:26] asasa12312: カサディンとは思えないより
[3:08:28] konamin_: てかRoAのスタック10前にディンは強い弱い考えなくていいよ
[3:08:33] まっくそお: お返しリーシュ
[3:08:40] konamin_: ダリウスつよすぎｗｗｗｗｗｗｗ
[3:08:44] yuugao0176: おいしぃいいいい
[3:08:48] tetesuke: wowみんな強すぎるよ
[3:08:57] asasa12312: 実はそうかも
[3:08:58] ブエノスディアス: ダリウス兄さんつよ
[3:08:59] Nightbot: @おぼです -> A 60s commercial has been started.
[3:09:01] ユッケリオン: 諸説ある
[3:09:03] konamin_: いや、ディンで寄れてるのがおかしいｗ
[3:09:04] acpdata: レベル最優先
[3:09:06] tak1on_: 一番大事な経験値がね
[3:09:06] aiuezaurusu: あれ
[3:09:08] pirosue_: 正直自分がJGだったら寄らんでファームしててくれって思うｗｗでもいい寄りだった
[3:09:09] erism_520: おや
[3:09:10] まっくそお: 兄さん!?
[3:09:11] はいむみー: 経験値ロストしないなら寄ってもいい
[3:09:13] hal_1ch: でもchovyも最近は寄ってるよ
[3:09:28] ぱきお: ｗ
[3:09:30] konamin_: それ正解
[3:09:30] asasa12312: レンガーが来たからよかった
[3:09:33] SoLA_tw: ダークシール持ってたらダリウスが貯金くれそう笑
[3:09:45] simneeto: よって勝てるならよるで良いじゃん
[3:09:53] konamin_: ディンはQとWでファーム食う生き物
[3:10:10] げりっぴ: 重症誰が積む問題
[3:10:30] hal_1ch: よく見たらボリベアサポートで草
[3:10:33] konamin_: ぬくぬくファーム気持ちよすぎ
[3:10:39] renminl: 相手の名前今気づいたわ
[3:10:46] pirosue_: 悩ましいけどスウェインが積めばええか
[3:10:54] まっくそお: うびびびび
[3:10:56] はいむみー: QQQQQQQQ
[3:11:12] げりっぴ: １６なる前に終わりそう
[3:11:15] 君の蕎麦煮る: ごりらがつええや
[3:11:21] yuugao0176: ゴリラ🦍暴れてラァ
[3:11:24] asasa12312: 味方が強くて困っちゃうな
[3:11:27] neire_4per: 出番ないかもです
[3:11:36] konamin_: 最後気持ちよくなるのはディンだから
[3:11:49] akmgorori: まぁ泥仕合になったら活躍できそう
[3:11:53] pirosue_: そうだよ
[3:11:55] konamin_: そうだよまじで
[3:11:59] Ellukr: 人任せ
[3:12:03] おリお: kassは保険
[3:12:07] hal_1ch: 実...そうだぁ
[3:12:07] asasa12312: 実際カサディンとブラッド味方に来てほしくない
[3:12:11] rikakei: 実際何も間違ったこと言ってない
[3:12:14] はいむみー: ディンが出てきたら全員がディンのために奉仕するゲームになるから
[3:12:20] ユッケリオン: こいつらはカサディン様のために今を支えてる
[3:12:20] konamin_: でもクッソダメージ出るしクッソ気持ちいいのがディンなんだよなぁ
[3:12:23] めい256: 保険みたいなやつ
[3:12:24] renminl: まだ後ろにおぼが控えてんだもんこれ
[3:12:24] acpdata: レイトにさせてるんだよね
[3:12:27] yuugao0176: 抑えや
[3:12:34] renminl: 背中任せるのがおぼやぞ
[3:12:36] pirosue_: オレソル、ディン、ケイル、スモルダーはそういう生物だよ
[3:12:43] calbee_7: 勝ってる試合にレートキャリーいると安心できますよね
[3:12:43] simneeto: もうbot相手には戦えるべ
[3:12:44] SoLA_tw: 序盤運転してもらったバスを最後自分で運転する
[3:12:46] mimitabu__: めっちゃファームさせてくれるな
[3:12:48] おリお: kassが活躍するような展開にした味方が悪いからきもちよくなればいい
[3:12:51] pirosue_: やっと人になった
[3:12:59] asasa12312: 昔のキンドも最強気分になれた
[3:13:18] 君の蕎麦煮る: クマがｗ
[3:13:21] tyanmori: おいす
[3:13:25] ぽんでりん: 目拾ってなくて草
[3:13:27] asasa12312: ｗ
[3:13:34] にしくん: 古のボリサポート
[3:13:35] おリお: クマダイブしやすいから楽しそう
[3:13:36] konamin_: 逆にこういう負けないmidってみんなできないからsoloQ大変だからね
[3:13:39] yuugao0176: 一般通過ゴリラ
[3:13:40] パトリオット11037: お前サポートのはずでは....?w
[3:13:43] ブエノスディアス: 気持ちよくなる前に終わる
[3:13:49] pirosue_: TFは最悪CCもウルトもあるから、、
[3:13:50] hal_1ch: ムンドが一生降参いいえ押しそう
[3:13:53] Ellukr: オブジェクトも取り放題
[3:13:53] SoLA_tw: TOP以外順調すぎる
[3:14:14] Ellukr: midなんでもよかったか‘。。
[3:14:23] asasa12312: ぜんぜんまだ
[3:14:24] konamin_: はやく16頼む
[3:14:25] calbee_7: 自分が頑張らなくても勝てるってのはいいことですよ
