[0:00:18] yayakoxx: おはようござます
[0:46:13] 仲根にど: 近くのゲーセンたしかにそんな感じやな
[0:46:13] リンク1004: あ
[0:46:13] おもチ: 盗撮・・
[0:46:13] naosan__: 差別
[0:46:14] 高めのサバ缶: 盗撮とか対策で入れないよな
[0:46:14] ketete2: こんちゃ
[0:46:14] megnag86: コスプレとかできるよね
[0:46:14] ma_oy: 50円の時代が懐かしいな
[0:46:15] morimori03020320: はい
[0:46:16] zieziebot: ﾌﾌｯ
[0:46:17] dauda2: 差別だろ
[0:46:17] はまオジ: 彼女持ちだけ入れるらしいな
[0:46:17] Kikka113: 男性「のみ」だけだめって書いてあって泣いちゃった
[0:46:17] mci_foden: あれって機体によって何か変わるの？
[0:46:18] おぐ: カップルだったら入れるぞ
[0:46:19] 8818papaiya: 男性のみの利用お断りだよね
[0:46:19] おさとも: BibleThump BibleThump BibleThump BibleThump
[0:46:19] anti0124: 俺らは金にならない
[0:46:20] qAKp7: 女の子と一緒じゃないとね
[0:46:20] kibidango551: まぁプリクラはいれないのはね‥‥
[0:46:21] kyabumaru_jjblash: プリクラセンターになるんか？
[0:46:22] syuimee: カップルは？
[0:46:23] ShanaKamishiro: さ、べつ？
[0:46:24] ツイッチ表示名: ゲーセンはキラキラした女の子のものなんやね
[0:46:24] yokochy: 事件の温床になるしな
[0:46:24] ぴにおん: 格ゲーブームもあったし時代は巡ってる
[0:46:25] fuzino_udon: とうさつとか
[0:46:28] yu_niki: 男卑女尊じゃないんですか
[0:46:28] まー12: けんきさん、プリクラ撮ることある？
[0:46:29] ぴょんす713: 男オンリーNGとかあるね
[0:46:30] 昆布畑: 何歳以上もダメとかあったよね
[0:46:31] アルコール中毒者: は？
[0:46:31] yu_niki: え？
[0:46:31] non_nothing9: ならええか
[0:46:32] はまオジ: あ
[0:46:34] 昆布畑: は？＿
[0:46:34] syuimee: くそが
[0:46:34] acolthat: なら一生入れないや
[0:46:35] kopi0116: あ
[0:46:35] usagigabyte: え？
[0:46:36] らん_にゅー: ならええか
[0:46:37] 悪熊: あ
[0:46:37] 完全体綾鷹: は？
[0:46:38] 高めのサバ缶: いないよ？
[0:46:38] Aire775: そだね
[0:46:38] 仲根にど: 不良のたまり場じゃないんですか！？
[0:46:39] komyu_www: 差別やん
[0:46:39] 辛味噌ネギ牛丼: 男形女性は？
[0:46:39] kuria0712: ほな簡単か
[0:46:40] ruizz1124: ﾑｽｯ
[0:46:40] sametaro: 女わよ
[0:46:41] ユメオ: なお悪いわ
[0:46:41] えすえーー: 都会のプリクラゾーンの化粧直しコーナー見た時人多すぎるし､匂いエグくて吐きそうになった
[0:46:42] morimori03020320: ほな無理かぁ
[0:46:42] dearnaturac: アーケード版スト6・・
[0:46:43] 名無し333: 彼女作ればええだけの話なんやで
[0:46:43] オレンジ野郎: 女友達と一緒なら大丈夫か安心や
[0:46:43] callfield9: 心は女性です
[0:46:44] でんのすけ77: じゃあ無理じゃん
[0:46:44] はまオジ: 彼女代行頼むか
[0:46:44] アステリオ: 差別だ！
[0:46:44] ma_oy: なら入れるか
[0:46:45] さばかんっ: ゲーセンに格ゲーにプリクラとか懐かしい
[0:46:45] カツカツ丼: また差別か
[0:46:46] だいもん_: ほなええか
[0:46:46] takahashi_png: 野郎だけで撮っても映えないだろ
[0:46:48] シーーズ: 男性のみで入れたとて撮らないでしょ
[0:46:49] みわ5: お母さんにお願いするか
[0:46:49] yokochy: 俺が中学生の時は普通に男子だけで入れたのにな；；
[0:46:49] おさとも: ぼっちは人権ありません
[0:46:51] usagigabyte: 心は女性です！！
[0:46:51] merusiiii: ハッピーセットじゃねーか
[0:46:52] anti0124: 諦念
[0:46:52] 高めのサバ缶: 自認の話する？
[0:46:53] はち丸: 若い頃は男同士でも撮ったやん…
[0:46:54] non_nothing9: 女性自認してます
[0:46:54] dunas1833: 俺はいいよ？
[0:46:56] subaru_bf: 多様性では？
[0:46:56] ほりくさん: じゃあしんじと行けるね
[0:46:56] syuimee: レンタル彼女
[0:46:56] ぺぷすぃ: この中に俺とプリ撮ってくれる女の子おるー？🥺
[0:47:00] はまオジ: 草
[0:47:00] らあすと: よし
[0:47:00] kuma_house: mixiみたいなSNS復活するかな？
[0:47:01] kopi0116: 女装はだめなの？
[0:47:02] fumoti23: べ、べつにとりたくないからいいし
[0:47:02] オレンジ野郎: あ
[0:47:03] らん_にゅー: 女装しようか
[0:47:03] yu_niki: 俺は女だぞ
[0:47:04] musashi454: ｗ
[0:47:04] takahashi_png: WutFace
[0:47:05] 名無し333: 俺は心は女だ！！！
[0:47:05] acolthat: 勝ったな
[0:47:06] ShanaKamishiro: よし
[0:47:07] ma_oy: 多様性って言えば
[0:47:08] kuria0712: ママと入るよ
[0:47:08] roval789: 俺は女だと
[0:47:08] エドニャン: Cheer10000 コンプしたのでお布施
[0:47:08] megnag86: 今日は心は女なんです！！
[0:47:09] ツイッチ表示名: 不良の溜まり場だった時代は遠い昔に
[0:47:10] オレンジ野郎: ぽ、りこれ
[0:47:10] 8818papaiya: 言われたらジェンダー女性ですで押し返そう
[0:47:10] naosan__: 多様性スイッチ・オン
[0:47:11] 昆布畑: そこまでして入りたくもないが
[0:47:12] Kikka113: わぁ
[0:47:12] haccix: わあ
[0:47:12] usagigabyte: わぁ
[0:47:12] zababa0324: いや男でもいけるけどな
[0:47:12] なのつん: 女わよ
[0:47:13] syuimee: わぁ
[0:47:15] sawayaka_odisan: まじでｗ
[0:47:15] morimori03020320: ごね得か
[0:47:15] 高めのサバ缶: わぁ
[0:47:15] ぺぷすぃ: kenkiWaa kenkiWaa kenkiWaa
[0:47:16] yokochy: もうなんでもありだ
[0:47:16] カツカツ丼: kenkiWaa kenkiWaa kenkiWaa kenkiWaa
[0:47:16] danvoline: わぁ
[0:47:16] リンク1004: わぁ
[0:47:16] 昆布畑: わぁ
[0:47:17] usagigabyte: kenkiWaa kenkiWaa kenkiWaa kenkiWaa
[0:47:17] おさとも: kenkiWaa kenkiWaa kenkiWaa kenkiWaa kenkiWaa kenkiWaa
[0:47:17] takahashi_png: kenkiWaa
[0:47:19] petbottle429: kenkiWaa kenkiWaa kenkiWaa
[0:47:19] 仲根にど: わぁ
[0:47:20] だいもん_: わぁ
[0:47:20] はまオジ: スロットで勝ったんやろうな
[0:47:22] たる侍: コンプ
[0:47:22] みわ5: kenkiWaa kenkiWaa
[0:47:23] オレンジ野郎: えっぐ
[0:47:23] 名無し333: エドニャンやっば kenkiWaa kenkiWaa kenkiWaa
[0:47:23] ketete2: コンプ？w
[0:47:23] 猫又雅: わぁ
[0:47:24] ぺんニキ: waxa
[0:47:24] ポパピペポ: わあ
[0:47:25] syuimee: なんの？
[0:47:25] non_nothing9: プリクラ？
[0:47:25] 高めのサバ缶: 音を均等にした？
[0:47:26] なのつん: kenkiWaa kenkiWaa kenkiWaa kenkiWaa
[0:47:26] ぴにおん: なんだなんだ？
[0:47:26] afunya: パルワールド？
[0:47:27] kibidango551: コンプリートまじ？？？？？
[0:47:27] みわ5: パチ？
[0:47:28] リンク1004: パチンコかスロットじゃない？
[0:47:28] おもチ: 男達は証明写真で撮ればいい
[0:47:28] kopi0116: kenkiWaa kenkiWaa kenkiWaa
[0:47:29] dearnaturac: BegWan BegWan BegWan BegWan
[0:47:30] マサネコマサムネ: kenkiWaa
[0:47:31] 昆布畑: しっかり感謝
[0:47:31] ma_oy: スロットか
[0:47:31] 辛味噌ネギ牛丼: わぁ
[0:47:32] おぼかた: 後ろのカルビパネルくれ
[0:47:33] takahashi_png: kenkiKota
[0:47:33] カツカツ丼: スロットかな
[0:47:33] yu_niki: プリクラ写真パターンコンプか
[0:47:35] 名無し333: スロットかもしれん
[0:47:36] subaru_bf: kenkiWaa kenkiDoup
[0:47:36] mazochinpo: sulot
[0:47:37] kibidango551: 1万9000枚？？？
[0:47:37] 仲根にど: こんぷなに？
[0:47:37] ruizz1124: プリクラフロアでけんかする陰キャの動画面白かったな
[0:47:37] scarlet292s: こんけんきー
[0:47:38] 猫又雅: すごい拝んでて草
[0:47:40] アステリオ: パチのコンプはバケモン
[0:47:41] オレンジ野郎: お祈りけんき
[0:47:41] usagigabyte: 🙏🙏🙏
[0:47:43] だいもん_: 昆布？
[0:47:44] 8818papaiya: 感謝の仕方が婆さんの念仏みたい
[0:47:45] haccix: パルモンかと思った
[0:47:47] はまオジ: 最近の爆裂系パチスロとかは一定数の出玉が出すぎると台止まる
[0:47:49] yokochy: 会話の流れ的には性別コンプ
[0:47:51] deliciousmiso: 出しすぎて打ち止め
[0:47:55] ツイッチ表示名: そういえばYouTubeの公式切り抜き動画は、父背抜けても変わらないの？
[0:48:00] ma_oy: 打ち止め機能やな
[0:48:00] ketete2: vioBHOP vioBHOP vioBHOP vioBHOP vioBHOP
[0:48:01] ゆうちぇろ: スロットで18000枚出すとコンプだっけ
[0:48:03] anti0124: コンプリート機能か
[0:48:04] dearnaturac: パティンコもスロも出玉の天井あるが、普通は無理
[0:48:05] オレンジ野郎: 牧師系けんききたな
[0:48:05] usagigabyte: 打ち止めあるんか
[0:48:05] ruru1209: 訳３０万ちょいか？
[0:48:06] 完全体綾鷹: はえー
[0:48:11] kibidango551: 引きわけてくれ
[0:48:13] 高めのサバ缶: つまりパチスロ完クリしたって感じか
[0:48:18] takahashi_png: まじかすげ〜
[0:48:20] ruizz1124: 青天井じゃないんだ
[0:48:21] 名無し333: おいその運くれよ
[0:48:22] Kikka113: 何枚なん？
[0:48:24] 仲根にど: 変わらなさすぎて父背抜けて変わることなにかあるの？
[0:48:25] はまオジ: ヴァルヴレイヴか北斗でも打ったんやろうな
[0:48:32] kibidango551: けんちゃん今度パチンコいこうな
[0:48:39] はまオジ: なーんもないんだな、それが
[0:48:41] 高めのサバ缶: デバイスが自由にはなるか
[0:48:42] 名無し333: からくりサーカスいこうな
[0:48:43] ketete2: w
[0:48:43] おさとも: ｗｗｗ
[0:48:44] ShanaKamishiro: www
[0:48:45] リンク1004: スポンサーいなくなったぐらい？
[0:48:47] ruizz1124: 杞憂で大会出ることなくなったくらいやろ
[0:48:48] callfield9: 何枚だーー言うて
[0:48:48] だいもん_: 父の背中のけんきっていえなくなるくらいか
[0:48:52] 仲根にど: ほんとになんでいたんだろう
[0:48:53] haluaoi: thek4en断ったの？
[0:48:53] たる侍: ファンミでけんき見れる機会が減るぐらい
[0:48:55] オレンジ野郎: 大きな声だす京都人になっただけ
[0:48:56] ぴにおん: ケンキサンコラボPCでるのー？
[0:48:56] komyu_www: 案件とかも変わんないんだ
[0:48:58] はまオジ: 別にデバイス自分で買えばいいしな
[0:48:59] syuimee: 宣材写真は？
[0:48:59] calamal_bechiato: 逆に父背入って変わることは？
[0:49:03] あんこのデコイ3: おにやと布団がさそってきたら？
[0:49:03] カツカツ丼: 父の背中がなくなるだけか
[0:49:03] 高めのサバ缶: オフ会が開きにくくなる？
[0:49:04] ぺんニキ: いうて父背でないのもやってなかったんでしょ？笑
[0:49:05] dddschool: あ
[0:49:07] ketete2: あ
[0:49:07] ma_oy: レイザーは買取か返却？
[0:49:08] kibidango551: けんきのマークとか作ろう
[0:49:08] オレンジ野郎: あ
[0:49:08] アステリオ: 昨日のXとか
[0:49:08] syuimee: そもそもね
[0:49:08] リンク1004: なんだって！？
[0:49:09] subaru_bf: プロチーム立ち上げます？
[0:49:10] だいもん_: あ
[0:49:10] ぴにおん: えっ
[0:49:10] ぐるまゆゆゆゆゆ: あ
[0:49:11] ツイッチ表示名: あ
[0:49:11] takahashi_png: あ
[0:49:11] yokochy: Razerのデバイスおすすめか？
[0:49:13] usagigabyte: あ
[0:49:13] haluaoi: ごめんなさい
[0:49:15] 仲根にど: 宣材がつかえなくなったくらい
[0:49:16] scarlet292s: なんか色々自由にやりたいんかなーとか思ってたけど十分自由にやってたわ
[0:49:17] morimori03020320: あぅ
[0:49:17] ketete2: 言ってたね
[0:49:20] はまオジ: スクリムある系は俺たちもしんどい
[0:49:22] syuimee: おぉ
[0:49:24] みわ5: ざかせん長いし
[0:49:24] usagigabyte: スクリムあるもんねー
[0:49:27] 8818papaiya: これからの宣材写真はお金持ってるやつになるんか？
[0:49:27] dearnaturac: けんきはクリエイター枠なの？
[0:49:29] 仙ニーン: けんちゃんおはよう
[0:49:30] kuma_house: どいーらに菓子折りした？
[0:49:30] 2期: 洗剤？
[0:49:31] nyo_tio: こたかわいい PopNemo
[0:49:31] オレンジ野郎: あ、
[0:49:32] ぺぷすぃ: あー…
[0:49:33] おさとも: しゃーないね
[0:49:35] 仲根にど: 元々自由なんだよな
[0:49:35] zababa0324: とぱん？
[0:49:37] scarlet292s: あぁ
[0:49:40] ツイッチ表示名: 大会に出て人に勝ちたいってタイプやないんやね
[0:49:42] はまオジ: こういう雑談枠ずっと見てたい
[0:49:45] 完全体綾鷹: 無限におしゃべりしててくれ
[0:49:45] おがクズ: 爆笑できないしな
[0:49:46] haccix: CRカップか
[0:49:48] ぴにおん: ハイゲスト6あるやろ
[0:49:49] カツカツ丼: 歳だしね
[0:49:50] Kikka113: 当日発表すぐ大会以外やりたくない言ってたっけ
[0:49:50] らん_にゅー: トイレ行きたい
[0:49:51] おさとも: わかってあげられるよ
[0:49:51] morimori03020320: トパチャリかな？
[0:49:52] Nemu1010: 遅刻するしな
[0:49:53] ma_oy: 時間にも縛られたくないからな
[0:50:00] kuria0712: R6Sでやりきったか
[0:50:02] はまオジ: プロ時代に十分やってるしな
[0:50:03] blackoil4: おい
[0:50:03] 高めのサバ缶: 結局ガキの頃みたく自由にゲームしたい、途中で萎えたら投げたい
[0:50:08] 仲根にど: 老後です
[0:50:08] ぺぷすぃ: 敗北を知りたくないのか？
[0:50:08] アステリオ: thek4senは出ないよね？
[0:50:08] おがクズ: 爆笑していけ
[0:50:09] yokochy: まあ元プロだとね
[0:50:10] ツイッチ表示名: 元プロであるが故にやね
[0:50:14] matrix_025: 老後かな
[0:50:15] なのつん: ほーなロルか
[0:50:15] オレンジ野郎: 練習めんどいしな
[0:50:16] はまオジ: コントローラーは投げるな
[0:50:19] たる侍: BibleThump BibleThump BibleThump
[0:50:20] pasutel097: もうやりたいことしかやりたくない
[0:50:24] 仙ニーン: ホスト行く配信お願いしますよ
