[0:00:18] 祖国のために: ハイサイまいど
[1:57:04] hc315: 完璧～
[1:57:05] FR1SK_noob: つええええ
[1:57:05] Siriyonn: ぴったりだ
[1:57:06] ndk2525: R生きた
[1:57:13] ボノボ係長: ｗ
[1:57:13] なんでもなおし: ｗ
[1:57:13] しらお: なんかきた～～ｗ
[1:57:15] hex65535: ﾜ
[1:57:19] tanakataro139: ﾜ･･･
[1:57:19] dio10111: ｗｗｗｗｗｗｗｗ
[1:57:20] turuturu_ow: ワ…
[1:57:21] 怠惰00: ｗ
[1:57:21] メルト2501: ﾜ
[1:57:21] kagiyama: ちいかわ
[1:57:21] めぐる: ｗｗｗｗ
[1:57:22] ヒマリ: ｗｗｗ
[1:57:23] hc315: ｗｗｗｗ
[1:57:24] aoimokke: ﾜｯ
[1:57:24] さきと: NotLikeThis
[1:57:25] 俺が君を守るから: ヮ
[1:57:25] さばんな: ﾜｯ
[1:57:29] MilanAxi: wwwww
[1:57:32] neoWATA: 聞いてないよ
[1:57:33] チョコ0225: ちいかわ？
[1:57:33] demekin364: ﾜｧｯ･･･
[1:57:35] arerubi: 嫌すぎてちいかわなってるやん
[1:57:36] ramiminn: 泣いちゃった！
[1:57:37] FR1SK_noob: イブリン凱旋？
[1:57:37] nyaru12: BloodTrail
[1:57:38] llssnn66: 3人目は聞いてない
[1:57:40] FR1SK_noob: 凱旋なんだ
[1:57:41] turuturu_ow: 泣いちゃった…
[1:57:46] Viatris: ちいかわかわいい～
[1:57:53] chipsrajoyy: かわいい～
[1:57:53] hc315: イブリン征服者とかあるんだ
[1:57:55] mamimumemome: ﾜｯ
[1:57:55] mc_ilhenny: 全身紫のちいかわ
[1:58:05] チョコ0225: おっし～ｗ
[1:58:09] _めるる_: ちぃぽん
[1:58:11] れとろんパパ: これがちいかわですか
[1:58:13] chipsrajoyy: 全身紫のちいかわ
[1:58:18] punchkichikiooooo: おしいっていうタイミング遅いですよ
[1:58:20] チョコ0225: それな
[1:58:25] kurou_crunn: ナガノはこういうキャラすきそう
[1:58:25] user0511: 癒しキャラ
[1:58:27] ソソ: オデでは
[1:58:36] ise_kachou: アーニャじゃないんすか
[1:58:36] さばんな: 打ちこわしえっぐ
[1:58:41] ヒマリ: 可愛いけど小さくは
[1:58:44] dio10111: わかる
[1:58:46] 俺が君を守るから: 頭叩きつけるの好き
[1:58:47] Siriyonn: 特殊モーションかわいい
[1:58:48] ｾﾀﾒﾝ: じゃあもうサイオンじゃんねえ
[1:58:49] llssnn66: 1パン1プレートさいこ～
[1:58:50] xcvbasd: Eがやばい
[1:58:53] gkkstlove: ムンドのEってずるくないですか？
[1:58:57] hc315: タワーシージのモーションすき
[1:58:59] taroimoone: タワー殴り専用モーション
[1:59:01] sh1roBH: タワー殴るモーション好き
[1:59:05] メルト2501: Eで火力上がるし実質トランドル
[1:59:16] 花鶏: ムン
[1:59:19] sonic0023755390: MRのムンド先輩
[1:59:21] maruppe49: 鋼つくろー
[1:59:26] FR1SK_noob: ムンムンムンド
[1:59:27] Siriyonn: ビサージュがコアにあるの神だ
[1:59:32] Yodaka187: ムンドで1v3くらい返していこう
[1:59:35] 俺が君を守るから: ムンドボウリング
[1:59:49] 中トロの刺身: ムンドドッヂボール金メダルだこれ
[1:59:51] なんな: イブリン；；
[1:59:51] hellominen: よりBIGに
[1:59:52] teya1337: まずそうか
[1:59:53] Shijimi0013: ダメそう
[1:59:53] ALO_555: 下界終わったかも
[1:59:55] micot2: ムンドシチュエーションの前にゲームが終わる
[1:59:59] たこしパワー: パワースパイクきた
[2:00:00] dio10111: ちょっとダメそうか？
[2:00:08] octa03: レベル3のウルトが周りのチャンプ数でバフされるの知りませんでした
[2:00:08] Malygos0210: このアイオニア本当ですか？
[2:00:11] hellominen: ゆにかを信じろ
[2:00:14] Yodaka187: みんな信じてくれるかな
[2:00:15] fibo_n: ムンドでペンタいくぞおおお
[2:00:15] tanakataro139: むんどが全て受け止めてくれる
[2:00:16] llssnn66: タイタンまでできたらほんとにワンチャンあるから・・・
[2:00:17] FR1SK_noob: mid jg 強すぎるかも
[2:00:21] ナスくん: い、いらない
[2:00:22] うに脳筋: 下界のこと暴れっぷりはムンドへの信用が表れてる
[2:00:23] kokekokekokoko: うおおお
[2:00:26] dio10111: まじかよ
[2:00:31] FR1SK_noob: Hi youtube
[2:00:31] yoopo20020: またトップですか...
[2:00:31] ｾﾀﾒﾝ: いえーいつべ民見てる～？
[2:00:35] maruppe49: サイオンガレンムンド WutFace
[2:00:35] turuturu_ow: サムネはちいかわyutaponですか
[2:00:36] なんな: ADC?
[2:00:36] aoimokke: 次はadcのはずじゃ……
[2:00:41] bless_3564: サイオン！ガレン！ムンド！
[2:00:42] Yomi1341: adcの動画を取る宣言が
[2:00:52] teya1337: プロのADC？
[2:01:10] hellominen: えらすぎる
[2:01:10] toshikiiii: これ死なないのわけわからんｗ
[2:01:11] user0511: 爆速ムンド
[2:01:11] _めるる_: はっや
[2:01:12] たこしパワー: 足はや
[2:01:12] turuturu_ow: スイーｗ
[2:01:13] sh1roBH: Hi Youtube
[2:01:14] のっとあつしま: かちかち
[2:01:15] dio10111: あ
[2:01:16] 俺が君を守るから: シュイイイイイン
[2:01:16] torippy_13: うっまw
[2:01:19] たこしパワー: まだいて草
[2:01:24] nyaru12: まじかよ
[2:01:26] Siriyonn: これ耐えるんだ
[2:01:27] teya1337: あれ
[2:01:28] _めるる_: ？
[2:01:29] さばんな: マルザのUltから抜けるのはずるだろ
[2:01:33] hex65535: 捕まらぬｗ
[2:01:35] torippy_13: ウルトで抜けるんか
[2:01:35] ナスくん: 22時ですよ
[2:01:37] FR1SK_noob: なんで抜けられた？
[2:01:39] dio10111: マルザR無効化されるんか
[2:01:39] neoWATA: 文明堂
[2:01:51] れすぼう: こわ
[2:01:56] たこしパワー: 全然許してないんだよね
[2:02:01] yoopo20020: TP
[2:02:04] 俺が君を守るから: おう
[2:02:07] torippy_13: みーっけ
[2:02:11] user0511: げきおこゆうた
[2:02:17] yoopo20020: TPないやつがいきってるんじゃないよと
[2:02:21] なんでもなおし: おいし～
[2:02:21] hc315: ｗ
[2:02:21] hex65535: ワース
[2:02:22] ph0n10m: +1
[2:02:24] _めるる_: ナイスぅぅぅぅ
[2:02:25] turuturu_ow: ふふ
[2:02:25] 俺が君を守るから: でっか
[2:02:29] nicoseju: 不快すぎる
[2:02:30] tetu1011: 1ゴールドあっつ
[2:02:49] neoWATA: うまｗ
[2:02:49] anti_otp: うま
[2:02:51] ｾﾀﾒﾝ: うまくて草
[2:02:51] dio10111: うまｗ
[2:02:52] teya1337: うっま
[2:02:52] hc315: うま
[2:02:55] teston777: 今のあてるのかよｗ
[2:03:05] hellominen: ４人ｗｗｗｗ
[2:03:05] メルト2501: 4人いて草
[2:03:08] fibo_n: 討伐成功！
[2:03:08] nyaru12: top多すぎだろ
[2:03:09] mc_ilhenny: ちいかわ人気だな
[2:03:11] れすぼう: お祭りだ...
[2:03:12] _めるる_: レイドボス討伐
[2:03:16] tetu1011: 今4人もいた！？
[2:03:16] 五代雄介: 大人気
[2:03:20] irumi3_: ダリウス介護されまくり
[2:03:20] Yodaka187: 流石にだ
[2:03:21] frei417: トップレーンなにも起きないはずでは
[2:03:23] nnmgk: あまりにもワース
[2:03:24] なんでもなおし: アポなしで来るのちょっと失礼か？
[2:03:29] teston777: topは天界だった
[2:03:31] real_madrid_17_: トップ以外終わってたらしい
[2:03:34] dio10111: いけるっしょ～
[2:03:44] sh1roBH: あのダリウス君ぽんさんの好きなカル勝ってるよ
[2:03:46] たこしパワー: 下界のエズひとりでなんであんなところにいたのｗ
[2:03:47] Yodaka187: 向こうもカルとか買ってるしいけるな！
[2:03:51] hiiro111: 相手もカル持ってるし
[2:04:01] yoopo20020: ｗｗｗｗ
[2:04:02] seryuse: ワ、ワ、
[2:04:03] dio10111: ｗｗｗｗｗ
[2:04:04] たこしパワー: 気まず
[2:04:06] dio10111: 大暴投
[2:04:07] ggpolice_op: ジャンジャン
[2:04:10] yoopo20020: あらぬ方向
[2:04:30] hex65535: BloodTrail BloodTrail BloodTrail
[2:04:31] turuturu_ow: ウルトやめてね BloodTrail
[2:04:33] dio10111: ｗｗｗｗｗ
[2:04:33] toshikiiii: あｗ
[2:04:34] wantaii: BloodTrail
[2:04:35] yoopo20020: これがダリウソ
[2:04:37] hellominen: はい
[2:04:37] わらび14: やめてね BloodTrail BloodTrail BloodTrail
[2:04:37] たこしパワー: やめてって言ったのに
[2:04:37] ichiro1232: GG
[2:04:37] dio10111: たいありでした
[2:04:40] maruppe49: BloodTrail
[2:04:40] sh1roBH: BloodTrail
[2:04:40] 中トロの刺身: やめてねって言ったらやらないのがマナーだろ
[2:04:41] ckuadesu: BloodTrail
[2:04:41] さばんな: Youtbeにあがりますか？
[2:04:43] 俺が君を守るから: あざした
[2:04:43] okuoku99: wwwww
[2:04:44] れすぼう: mmhWTF
[2:04:44] Siriyonn: 俺のこと舐めるなよって怒ってます
[2:04:45] nyaru12: おわちゃった
[2:04:45] fibo_n: 俺はとめたのに
[2:04:45] 怠惰00: ｗ
[2:04:48] teya1337: これ上がります？
[2:04:49] yoopo20020: たしかこれ動画かでしたっけ
[2:04:50] たこしパワー: あ
[2:04:50] unico84: こんばんは yutaponThx yutaponThx
[2:04:52] dio10111: これようつべかあ
[2:04:53] メルト2501: w
[2:04:54] てっぱんやき: w
[2:04:55] わらび14: w
[2:04:55] チョコ0225: ｗｗ
[2:04:56] dio10111: え？
[2:04:56] Yodaka187: あ
[2:04:56] sheik822: 思ってないよ
[2:04:57] yoopo20020: やりますよね？
[2:04:58] ryotsusan: LUL
[2:04:58] mc_ilhenny: やったはやったから
[2:04:59] れすぼう: ん？
[2:04:59] elshadd0llshekh1naga: でも一回だけって
[2:04:59] hex65535: 一戦だけですよね？
[2:05:00] tetu1011: BibleThump
[2:05:00] マクガフィン: w
[2:05:01] oppoopo: ？
[2:05:01] gobogobou: ；
[2:05:01] ramiminn: いいよ
[2:05:01] ckuadesu: DinoDance DinoDance DinoDance
[2:05:02] なんでもなおし: 俺はいいよ？
[2:05:05] てっぱんやき: 思ってはなかった
[2:05:06] maisonligera: あ
[2:05:06] skuyin: ；；
[2:05:06] llssnn66: これでTOP負けたら今日寝る時思い出しちゃいますよ
[2:05:07] teya1337: 俺はいいよ
[2:05:08] メルト2501: 1回だけ・・・
[2:05:09] 俺が君を守るから: 俺はいいけど
[2:05:11] shaiant: 俺はいいよ？
[2:05:11] punchkichikiooooo: 思ってないけど
[2:05:12] PlooonN: 「ADをやる  多分」だからな
[2:05:12] れすぼう: 二言あるタイプね？
[2:05:13] dio10111: ｗｗｗｗｗｗ
[2:05:14] maruppe49: わーい
[2:05:14] edhy0328: ｗｗｗｗ
[2:05:14] fibo_n: ムンドリベンジ
[2:05:14] yoopo20020: うおおおおおおおおおお
[2:05:15] tricktrack8784: 終われない
[2:05:16] viwsritz: 思ってるやついる？いねえよなぁ！
[2:05:17] メルト2501: やった～～～
[2:05:17] molech_108: w 󠀀
[2:05:17] unico84: 終わりですか？
[2:05:17] FR1SK_noob: ｗｗｗｗ
[2:05:17] Yodaka187: ん？
[2:05:18] dio10111: あ
[2:05:18] elshadd0llshekh1naga: ｗ
[2:05:19] gobogobou: ？
[2:05:19] kokekokekokoko: ｗｗｗｗｗｗ
[2:05:19] shaiant: あ
[2:05:19] ALO_555: ん？
[2:05:20] maisonligera: ？
[2:05:20] てっぱんやき: wwwwwwww
[2:05:20] onikuji: ？
[2:05:20] yoopo20020: 不正
[2:05:21] kleine_nachtmusik: ｗ
[2:05:21] ヒマリ: いるかなー？
[2:05:21] れすぼう: ？、
[2:05:22] elgorattwitch: wwww
[2:05:22] llssnn66: w
[2:05:22] tgrcw: ん?
[2:05:22] chaplinplin: あ
[2:05:23] sonic0023755390: ｗｗ
[2:05:23] nyaru12: ？？？？？？？？？？？？？？
[2:05:23] ナスくん: いつもよりズレてますよ
[2:05:24] turuturu_ow: ？？？？
[2:05:24] tricktrack8784: ？w
[2:05:24] くじゆに: あ
[2:05:24] pepe_phi: ん？
[2:05:24] gggajettto110: Youtube活動に支障でるのやばい
[2:05:24] tetu1011: ？
[2:05:24] hellominen: 不正を検知
[2:05:24] dio10111: 不正
[2:05:25] なんでもなおし: えらいなあ
[2:05:25] shaiant: 0:00？
[2:05:25] 月城月: ??
[2:05:26] れすぼう: ？？？？？？
[2:05:28] aayatsu: 偶然トップになっちゃうかもだけど
[2:05:28] Siriyonn: wwwww
[2:05:29] skuyin: 画面見えてないですよ
[2:05:29] ichiro1232: 思った以上にムンド楽しかったですか？
[2:05:29] FR1SK_noob: ？？？？？？
[2:05:30] メルト2501: 不正行為を検知
[2:05:31] punchkichikiooooo: ずれてますよ画面
[2:05:31] れすぼう: あのさ...?
[2:05:33] ルーティン: LUL
[2:05:33] hc315: あ
[2:05:34] kiminari1: ん？
[2:05:34] 猫グルス: ピック隠し強めですね
[2:05:34] nyaru12: 画面見せてください
[2:05:34] 俺が君を守るから: 偶然にも
[2:05:34] tamura1234: 画面ズレてますよ
[2:05:35] bird_0713: チャンネル登録１万人ありがと～～ｗ ADCの動画もあげれるように今日の夜ADC配信しますｗ21時前ぐらいから!
[2:05:36] PlooonN: グラブルみたいな画面になってますよ
[2:05:36] たこしパワー: BloodTrail
[2:05:37] yoopo20020: 画面ずれてますよ
[2:05:39] micot2: 逆ゴースティング対策
[2:05:40] seryuse: まぁtopかもしれない
[2:05:44] irumi3_: もういっかいみしてください
[2:05:45] hex65535: サブのTOPになる可能性あるからな～ｗ
[2:05:47] sh1roBH: スポンサーロゴで隠さないで
[2:05:47] Shijimi0013: サブロールなっちゃうかもな...w
[2:05:48] kiminari1: ｗｗｗｗ
[2:05:49] tetu1011: トップになってもたまたまだもんね
[2:05:50] ezakura: adtf一回やりませんか
[2:05:50] ph0n10m: あれ、ぽんさんがめんがずれてますよ
[2:05:51] nigakikagin: ｗ
[2:05:51] seryuse: w
[2:05:52] acrobatta: まぁでもサブTOPだしもしかしたらTOPになるかも…
[2:05:54] れすぼう: EDIONで隠していく
[2:05:55] hex65535: au BloodTrail
[2:05:55] ggpolice_op: シュレリンガー
[2:05:56] ise_kachou: ヴァンガードがlolにも入ると聞きました
[2:05:56] hellominen: これスポンサー激怒です
[2:05:57] たこしパワー: スポンサーうま
[2:05:57] teya1337: ちょっとスポンサー様の力借りてるな
[2:06:03] てっぱんやき: スポンサー様をそんな用途にw
[2:06:03] nyaru12: ステマ！？
[2:06:05] elshadd0llshekh1naga: スポンサーガードやめてね BloodTrail
[2:06:05] maruppe49: スポンサー大喜び
[2:06:07] turuturu_ow: スポンサーロゴの正しい使い方
[2:06:08] まちにゃ: スナイプ対策大事ですよね
[2:06:11] PlooonN: スポンサーに注目が行く配信者の鑑だ
[2:06:13] ナスくん: これ何のロールサブですか？
[2:06:15] kikouka1102: モザイクに出来るのもスポンサー様のおかげなんだよね
[2:06:15] tgrcw: スポンサーの盾やめてね
[2:06:16] llssnn66: スポンサーの皆様ありがと～！
[2:06:18] hellominen: 苦情はスポンサーまで・・・ってｺﾄ！？
[2:06:19] shaiant: スポンサーに不正の片棒を担がせるんじゃあないｗ
[2:06:21] punchkichikiooooo: 右側の暗黒なんですか
[2:06:22] あの時の鶴の恩返し: 配信上手ですね
[2:06:25] 俺が君を守るから: 宣伝も欠かさない男
[2:06:27] ｾﾀﾒﾝ: こーれご褒美Switch届きます
[2:06:30] skuyin: この視線誘導
[2:06:30] ナスくん: メインもね
[2:06:32] メルト2501: メインADやった～～～
[2:06:36] turuturu_ow: なのでTOPでインキューしちゃう可能性もあるってことですね
[2:06:38] ph0n10m: メインは？
[2:06:39] hex65535: AD人気だからな～ｗ
[2:06:48] teya1337: でも日本のADC人気すごいからなあ
[2:06:52] れすぼう: あたるかどうかはRiotしだい
[2:06:52] yoopo20020: サブになる確率ってどのくらいなんですか？
[2:06:54] mmyy9: ADやるといってるだけなのでA‘キャラやらなきゃセーフですよ
[2:06:57] fufunfu: 新作サイオン動画の公開収録ですか？
[2:06:57] ナスくん: 明日LJLだからな～ｗ
[2:07:00] yoopo20020: ｗｗｗｗ
[2:07:04] チョコ0225: しゃあないｗ
[2:07:05] hellominen: だな！
[2:07:10] fibo_n: ゆたぽんさんに憧れてンだ
[2:07:13] yoopo20020: は、八重？
