[0:00:17] mci_foden: にょっす
[0:58:59] だいもん_: かわいい
[0:59:06] 猫又雅: かわいい〜
[0:59:08] はったん: ニャンニャン
[0:59:08] ph11zyr: トレーサー的な
[0:59:10] kikori_ossan: 移動が速い？
[0:59:10] 仲根にど: 四足歩行だ
[0:59:11] メメちゃん: 裏取りアキ行こう
[0:59:13] だいもん_: にゃんにゃんバタバタ！？
[0:59:18] sirohebi2000: これ何のゲーム？
[0:59:20] ウォッチっち: 可愛さ特化型？
[0:59:25] doeswas: すげー弱そう
[0:59:27] mikenyan089: だいたい弱い
[0:59:37] 昆布畑: 近距離系大体弱いんぞ..
[0:59:39] ユメオ: ラキ使ってるような人こそ煽りチャットしてきそう（偏見）
[0:59:39] よここのこ: オーバーウォッチ！？
[0:59:41] 仲根にど: ちょっと走り方ダサいのいいな
[0:59:45] wabon112: ぷっさんおる？
[0:59:49] nikyo12: るーちゃんでよくね
[0:59:54] shirakawa418: これTPS版OWって感じ？
[0:59:56] mikenyan089: 動物虐待
[0:59:57] kinomoci: 紙装甲
[0:59:58] musashi454: 難しいね
[0:59:59] 名無し333: ラキ上級者向けです、か
[1:00:00] 太鼓持ち: こんけんき
[1:00:02] ph11zyr: メインで戦うキャラじゃなさそう
[1:00:03] 猫又雅: 体力低い？
[1:00:04] kikori_ossan: 相手ヒーラーポコポコしないとあかんのか
[1:00:14] はったん: ｗｗｗ
[1:00:17] mikenyan089: よわw
[1:00:17] はったん: なんかうける
[1:00:17] 0ek8u: LOLのにゃーんとは違うか
[1:00:21] 仲根にど: にゃーーーん
[1:00:24] suzuki_com: そこバックラインですか？？
[1:00:25] たおかん05: 打たれ弱いなぁ
[1:00:25] ぺんニキ: 紙装甲すぎてやばいな
[1:00:25] サリバン: これOW？
[1:00:27] ユメオ: キモくない猫
[1:00:29] doeswas: 柔らかいドゥーム
[1:00:31] 蕎麦つゆ: このゲームマッチングしねぇ
[1:00:33] shibamaru3: 猫になったんだよなきみは
[1:00:36] 太鼓持ち: tpsのオバウォみたい
[1:00:47] ユメオ: ドゥームフィストかこいつ
[1:00:49] てーヘん: www
[1:00:51] kikori_ossan: にゃーんしてにゃーんやね
[1:00:56] musashi454: いいね
[1:00:58] ばじるる: 右クリック3回うてるよ
[1:00:58] かつおぶっしー: 裏取りしてにゃんにゃんしたい
[1:01:00] よここのこ: 誰もヒーラー守らないの笑う
[1:01:03] astonage: タイマンか
[1:01:06] てーヘん: うめぇwww
[1:01:14] 仲根にど: にじさんじに入った世界線の猫麦
[1:01:17] mikenyan089: 裏チクか
[1:01:19] nikyo12: ヒーラーころすウーマン
[1:01:20] ててて데데데: 右クリ繰り返し使えそうなアイコンしてる
[1:01:26] メメちゃん: マウガ？
[1:01:30] musashi454: 領域展開だと！・
[1:01:30] ふうすけ100: ラインくそ下がるw
[1:01:30] はったん: ま、うが
[1:01:30] callfield9: OWのゴリラみたいな立ち回りなんかな
[1:01:33] shibamaru3: オーバーウォッチやめてね BloodTrail
[1:01:35] よここのこ: なにがおきてるかわからん
[1:01:39] deltamark_: ま、うが
[1:01:42] さがらさのすけ: なにこのowみたいなゲーム
[1:01:58] カニカマン: ウーニャーウォッチか
[1:02:02] てーヘん: いいぞぉ
[1:02:03] kikori_ossan: これエリアどこだよｗｗｗｗ
[1:02:06] ユメオ: ラキはやってることLOLっぽい
[1:02:09] 仲根にど: まじでBGMないのシュールだな
[1:02:10] だいもん_: ええやん
[1:02:36] よここのこ: 音もオーバーウォッチで笑う
[1:02:36] 仲根にど: なにこの金玉
[1:02:40] mikenyan089: ゆうたの玉はなんなの
[1:02:46] citrus325: 回復する猫偉すぎだろ
[1:02:48] ユメオ: にゃーん
[1:02:48] ダンデり: こいつまじかたいなぁ
[1:02:52] takahashi_png: Kreygasm
[1:02:58] tanpinmori: 全員前見てるから裏入ってもヒーラー守られないの笑う
[1:03:03] ふうすけ100: にだ
[1:03:05] よここのこ: ヒーラーめちゃくちゃ硬い
[1:03:06] 猫又雅: 何語？
[1:03:09] だいもん_: にだにだ
[1:03:10] doeswas: 誰も玉進めようとしないの草
[1:03:11] artificial_prayer: たぶんCODのハードポイント的なやつ？
[1:03:17] 仲根にど: ひとし！早く仕事しなさい！っていってます
[1:03:21] musashi454: めっちゃ固いヒーラーいるね
[1:03:23] 昆布畑: ｲﾄｼｽﾝﾀﾞﾒｷﾓﾁﾆﾀﾞ
[1:03:23] 緋蜂: ヒロシ！ハヤクフロハイリナ
[1:03:24] ダンデり: 自己回復ありそうだよね
[1:03:26] kikori_ossan: こっちのヒーラーがぼこぼこにされてる
[1:03:31] 猫又雅: シールドがかてぇのか
[1:03:46] よここのこ: それやん
[1:03:47] ダンデり: つまりトレーサーか
[1:03:48] てーヘん: おお
[1:03:53] 仲根にど: ﾅﾝﾀﾞｯｹ!
[1:03:55] callfield9: ヒロシ！ヒトリダチスルニダ
[1:03:56] tanpinmori: そういやultなんなんやこいつ
[1:04:08] メメちゃん: 死んだ時体痙攣しまくるのジワる
[1:04:08] ふえる: えいとろっくすだ
[1:04:19] よここのこ: トルネードっぽい
[1:04:23] hayasakajun: 鬱で仕事やる気でないのはどうしたらいいですか？
[1:04:27] ユメオ: うおおおお
[1:04:27] てーヘん: うぇぇ！？！？
[1:04:28] musashi454: うおおおお
[1:04:28] 猫又雅: すご
[1:04:30] だいもん_: うおおおおおおおおお
[1:04:33] tanpinmori: 何か強そう
[1:04:33] 仲根にど: 走る前にギャグみたいなSE出るのなんなん
[1:04:33] 411c3: ！？
[1:04:35] dunas1833: イウサールあった
[1:04:39] mikenyan089: うびびびび
[1:04:41] musashi454: 相手を拘束かつ攻撃した！？
[1:04:52] 仲根にど: パンダの生首のっとる
[1:05:02] 仲根にど: ﾐｺﾁ!
[1:05:31] callfield9: マッチさえしてくれればやりたいなこのゲーム
[1:05:35] ばじるる: ラキのウルトは吸い込み＋ダメージの竜巻だね
[1:05:51] musashi454: 僅差で勝ってる！！
[1:05:52] サリバン: 逆転した？
[1:06:12] AyamuneEri: めちゃくちゃマニアックなのやってるじゃん
[1:06:18] 緋蜂: 体弱いからね
[1:06:19] 温玉_: やっぱみーちゃんか
[1:06:33] 仲根にど: けんきにはむずいか
[1:06:45] AyamuneEri: ラキは相手にジャンプされるとラグもあってほぼ当たらないからめっちゃムズイ
[1:06:59] kikori_ossan: スタンプが弱すぎないかこれ
[1:07:03] タカシージャス: ニュータイプみたいな音なんなん？
[1:07:08] 仲根にど: 経験者ニキが見てます
[1:07:10] shiratamas: トロールやめてね
[1:07:12] AyamuneEri: スタンプ３回当てる前提の作りだからめっちゃ弱いんだよな
[1:07:28] ばじるる: スタンプは昔強すぎて大幅弱体化しました
[1:07:30] ph11zyr: 確かにニュータイプみたいな音するｗｗｗ
[1:07:34] ふうすけ100: うるとあるぞ
[1:07:49] 仲根にど: ピロリロリーンが気になる
[1:07:52] ぺろキャン: ニュータイプは草
[1:07:54] matttiiiiiiii1: ニュータイプ草
[1:07:55] たけのこもっこり: unkochanYaa unkochanYaa
[1:07:59] musashi454: すたんっぽい感じでもないしな
[1:08:07] AyamuneEri: この中だと敵の氷の奴を１回攻撃してブリンク発動させてそこからもう一度仕掛けなおして倒すみたいな動きとかになるけど地獄
[1:08:09] だいもん_: アムロもいくんやろ
[1:08:14] takahashi_png: まじでこの音気になる
[1:08:15] にわとり男爵: けんきおはよう
[1:08:49] smoke_smoke117: けんきさんおはようです
[1:08:51] mew3v: 髪いい感じだね
[1:08:52] musashi454: 陣取り合戦のときQ押したら強いなこのキャラ
[1:09:00] 仲根にど: お、慣れてきた
[1:09:02] callfield9: ﾅﾝﾀﾞｯｹ！で毎回笑うわ
[1:09:07] 仲根にど: ﾐｺﾁ!
[1:09:13] sonefia: ノックアップあるんか
[1:09:15] ぺろキャン: wwww
[1:09:15] ふうすけ100: よわ
[1:09:16] くすろ: ノックアップのことやな
[1:09:17] 温玉_: 無傷で草
[1:09:18] ph11zyr: Ｅ使ったときの音がニュータイプだわ
[1:09:20] matrix_025: 見た目だけww
[1:09:22] musashi454: ｗｗ
[1:09:24] タカシージャス: 思ったより平気で草
[1:09:33] 仲根にど: ガンダム民もいます
[1:09:41] びしょーーじょ: ｵﾊﾆｮ OWかと思ったら違った
[1:09:42] Ahiru_saban: バリアみたいの張ってくれてたな
[1:09:45] musashi454: あと少し！！
[1:10:07] 仲根にど: ニャンラッシュ🐈⸒⸒⸒⸒
[1:10:17] ぺろキャン: にゃるほ
[1:10:19] musashi454: まぁずい
[1:10:23] AyamuneEri: エアボーンは行動阻害よりも上位の相手の移動自体を止めれる効果だけど、スタンと違って行動自体は止めれない場合があるみたいなややこしい話
[1:10:26] 仲根にど: このカリブ、大暴れです
[1:10:28] matrix_025: にゃんにゃん
[1:10:43] kikori_ossan: ウルト！
[1:10:47] smoke_smoke117: OWの新モードなのかと思った
[1:10:54] asparagusbacon: ＤＩＶＡみたいだな
[1:11:08] てーヘん: うぉぉぉお！！
[1:11:08] kikori_ossan: おお
[1:11:09] AyamuneEri: うんま
[1:11:10] gemini00117: つよ
[1:11:12] hainwa1017: うおお
[1:11:12] matrix_025: うおおおお
[1:11:15] Ahiru_saban: 世界救った
[1:11:17] musashi454: ナイス～
[1:11:21] ダンデり: あれ
[1:11:21] タカシージャス: Ｃ９？
[1:11:24] AyamuneEri: その３回ストンプ当てるのが難しいキャラなのに簡単に当てるのプロだよね
[1:11:25] 仲根にど: あ
[1:11:28] t2ba8a: あ
[1:11:30] ふうすけ100: とれてないのくさ
[1:11:33] kinomoci: あ
[1:11:33] kikori_ossan: まっずい
[1:11:39] てーヘん: あ、れ
[1:11:51] びしょーーじょ: リヴェンってことか
[1:11:53] ぺろキャン: ろ、る
[1:11:59] AyamuneEri: そのリング、大ジャンプできると入れます
[1:12:27] メー太: OBSのカメラのアスペクト比問題調べたからディスコードのテクニカルサポートの部屋見てみて
[1:12:28] ph11zyr: gg
[1:12:30] aaiebasyoyu: gg
[1:12:30] asparagusbacon: ランクマってもうあるの？
[1:12:31] gemini00117: 激アツ
[1:12:34] びりびり0810: GG
[1:12:35] はったん: 試合が長かったニャン
[1:12:50] タカシージャス: 心なしかリザルト画面のＢＧＭもＯＷっぽい
[1:12:54] sonefia: いい感じのBGMあれば流行りそう
[1:13:01] 仲根にど: 太ももエッロ
[1:13:01] smoke_smoke117: キャラデザが韓国っぽい
[1:13:05] びりびり0810: ヒーラーむずいね
[1:13:05] 昆布畑: 立ち絵岸辺露伴のやつ使ってくれ
[1:13:06] asparagusbacon: ゼニヤッタいねえかな
[1:13:09] やまだニキ: このゲームでもヒーラーおもんないな
[1:13:15] 2期: gg、面白かったわーーー
[1:13:26] asparagusbacon: 次の患者さんどうぞー
[1:13:28] ユメオ: 普通に面白そうなんだけどマッチしないらしいのがつらそう
[1:13:28] callfield9: 韓国語でもにゃんはにゃんなんだな
[1:13:36] 2期: 次の患者さん
[1:13:42] 仲根にど: にゃーん
[1:13:42] doeswas: UIシンプル過ぎて逆に見にくい
[1:13:55] はまオジ: アキラは刀から斬撃飛ばして戦ってShiftがカウンター技だった
[1:14:01] 猫又雅: よく見つけてきたねこれ
[1:14:01] gemini00117: たのしい
[1:14:03] asparagusbacon: 字がちっさかったりでかかったりでなんか不便だな。日本語に無理やりしてる感じある
[1:14:06] 桐白雲英: なんか入れん
[1:14:12] 仲根にど: どこから探してきたの
[1:14:15] ユキア: これフリーゲーム？
[1:14:19] AyamuneEri: 日本語翻訳の文字自体は結構まとも
[1:14:19] 昆布畑: 岸辺露伴楽しいぞ
[1:14:20] かつおぶっしー: るーちゃん即ピ草
[1:14:24] matrix_025: 強そうな
[1:14:26] タカシージャス: テイルズにいそうな面
[1:14:29] callfield9: 動画化したの見てくれて人が増えてくれたら嬉しいな
[1:14:33] ph11zyr: アキルシてぇてぇ？
[1:14:33] はまオジ: Shiftだけカウンター、Qと右クリは打ち上げ、Eは範囲だった
[1:14:33] てーヘん: 露伴草
[1:14:34] AyamuneEri: アキラとヴェルンハルトはカウンターかつオールイン
[1:14:47] にょっさん: 女性人気たかそう
[1:14:48] マサボ: あきら100%
[1:14:53] サリバン: ヨネだ
[1:14:53] konishiyukinaga1558: アキラ刀疼いてる
[1:14:55] はまオジ: あれ？
[1:14:56] musashi454: 刀きたぁ！！
[1:15:00] hainwa1017: ん？
[1:15:01] asparagusbacon: アキラウルト使ったら１００％になりそう
[1:15:03] ボン太郎: あれ
[1:15:05] 2期: あ
[1:15:10] 仲根にど: 乳首がないやん
[1:15:12] AyamuneEri: アキラは火力低いからワンコンで倒そうとするときついです
[1:15:25] しらくが: けんちゃんおはよ
[1:15:30] はまオジ: これスキルどうやってみるかわからねぇ
[1:15:34] ボン太郎: CCキャラか
[1:15:36] メメちゃん: 乳首が無いからハンゾーの下位互換
[1:15:44] AyamuneEri: カウンターで相手の技をすかしてその分攻撃し続ける感じ
[1:15:44] 猫又雅: 似た構成ね
[1:15:50] ph11zyr: 刀持ってるくせに狡い戦い方するんだな
[1:15:56] asparagusbacon: ハンゾーみたいだな
[1:16:06] サリバン: さっきの猫はなんだったの
[1:16:12] kuhuru2525: こんけんき
[1:16:38] jojo3305: 某ウォッチ系ゲームですね
[1:16:38] 2期: パルワールドみたいなマップだな
[1:16:41] ph11zyr: フランカー的な
[1:16:44] AyamuneEri: アキラは斬撃が遠距離な分ワンコンバーストが弱い感じ
[1:16:47] asparagusbacon: ワンオーワンが強いキャラはいるね
[1:16:47] AyamuneEri: うんま
[1:17:06] はったん: タンクはCC祭り食らって即死するんか？
[1:17:11] かつおぶっしー: サムライ感はあんまないなｗ
[1:17:25] AyamuneEri: タンクはそもそもシールド使ってゲージが残ってればＣＣ食らわない
[1:17:28] asparagusbacon: なんか居合いしてるだけで見ごたえ無いなｗ
[1:17:41] 仲根にど: イキ過ぎィ！
[1:17:45] ボン太郎: 狭い通路で四天王方式なってたｗ
[1:17:46] AyamuneEri: ウルト使うと源氏のウルトみたいになるキャラ
[1:17:53] asparagusbacon: ４５剣
[1:17:55] hainwa1017: 玉がみずらい
[1:17:55] ばじるる: アキラはウルトを使って前に出るキャラ
[1:17:57] takuro_o: 初見です。山科からきました！
[1:18:01] n0doguro: しょっぱいヤスオ
[1:18:01] はったん: 意外と地味キャラなのかｗ
[1:18:02] 仲根にど: 配信映え✕
[1:18:06] タカシージャス: 鞘から刀ちらつかせてるだけ
[1:18:10] chillo_twitch: エコー草
[1:18:17] 三番手観音: 早期アクセスだし
[1:18:18] asparagusbacon: ラインハルトすぎて草
[1:18:27] ph11zyr: 刀チラチラ万
[1:18:28] 仲根にど: 刀チラチラ
[1:18:29] AyamuneEri: ウルト回せるようになるとＬｏＬのヤスオ状態になれる
[1:18:33] mikenyan089: アキラってやつ大体地味
[1:18:41] かつおぶっしー: これはあきら1％だわ
[1:18:45] 仲根にど: 中尾彬にあやまれ
[1:18:48] asparagusbacon: カタナ４５４５してるだけ
[1:18:52] ぺんニキ: 偏見がすぎるｗｗｗ
[1:18:54] 猫又雅: アキラへの風評被害
[1:18:56] メメちゃん: 取り消せよ…今の言葉?!
[1:18:59] callfield9: ｷﾗｯｷﾗｯｷﾗｯ☆
[1:19:01] shibamaru3: アキラ批判
[1:19:11] はったん: ウルトはかっけえ
[1:19:12] matrix_025: 普通でわるうござんすね
[1:19:15] ユメオ: この配信みてるアキラかわいそう
[1:19:18] ふうすけ100: 地味w
[1:19:22] かつおぶっしー: すぐ賢者タイム戻るやん
[1:19:23] 仲根にど: アッキーラ
[1:19:29] yadon4: アキラ100%や
[1:19:31] AyamuneEri: ウルト中にスキル使って敵を倒すとまたスキルって感じになるはず
[1:19:36] asparagusbacon: てかマップ開けてるからむずかしいな
